league | aatrox | noun | 아트록스 | aatrox is a strong blind pick | 아트록스는 무난한 선픽이야
league | ghost poro | noun | 포로 | ghost poro spotted the jungle invade | 포로가 정글 카정 들어오는 거 봤어
league | ghosting | verb | 방송 보다 | he is ghosting the streamer | 쟤 스트리머 방송 보면서 겜하네
league | ghosting | verb | 방플하다 | that guy is definitely ghosting my stream right now | 쟤 지금 무조건 내 방송 방플하네
league | giga-fed | predicate | 괴물성장되다 | their master yi is giga-fed, we can't even stand near our own tier 3 tower | 쟤네 마스터 이 엄청나게 괴물성장돼서 우리 3차 타워 근처도 못 가
league | giga-fed | predicate | 폭풍성장되다 | if jax gets giga-fed early game he is just going to split push to the nexus | 만약 잭스가 초반에 폭풍성장되면 넥서스까지 스플릿 푸시할 거야
league | glacial | noun | 빙결 | glacial slow is completely unplayable | 빙결 슬로우 걸리면 걍 대처가 안 됨
league | glacial | noun | 빙결 | glacial augment slow is so annoying | 빙결 슬로우 진짜 개짜증나
league | glacial | noun | 빙결 강화 | dodging the glacial slow rays | 빙결 강화 슬로우 광선 피하는 중
league | glacial augment | noun | 빙결 강화 | glacial augment slows the enemies significantly after hard cc | 빙결 강화는 하드 CC기 걸린 다음에 적들을 엄청 느리게 만들어
league | glass cannon | noun | 유리대포 | glass cannon rammus is literally troll | 유리대포 람머스는 진짜 쌩트롤이지
league | glass cannon | noun | 극딜 물몸 | playing glass cannon top is greedy | 탑에서 극딜 물몸 가는 건 너무 욕심이지
league | glass cannon | modifier | 물몸극딜인 | glass cannon malphite is fun but useless | 물몸극딜인 말파이트 재밌긴 한데 쓸모없어
league | global ult | noun | 글로벌 궁 | back off, nocturne has global ult | 빼, 녹턴 글로벌 궁 있어
league | global ult | noun | 전맵 궁 | karthus global ult is so annoying | 카서스 전맵 궁 개짜증나
league | gnar | noun | 나르 | gnar transformed and shoved them into the wall | 나르가 변신해서 쟤네 벽으로 밀어붙였어
league | gnar | noun | 메가 나르 | missing mega gnar ult is a fast way to lose | 메가 나르 궁 빗맞추면 겜 바로 지는 거지
league | go next | verb | 다음판진행하다 | don't waste energy on this hostage game, let's just go next | 이 인질극 게임에 체력 소모하지 말고 걍 다음판진행하자
league | gold diff | noun | 골드 차이 | 10k gold diff, just go next. | 만 골드 차이 나니까 그냥 다음 판 가자.
league | gold diff | noun | 골드 차이 | The gold diff is massive. | 골드 차이 엄청 난다.
league | gold diff | noun | 골드 차이 | That's pure gold diff. | 골드 차이로 밀리네.
league | gold diff | noun | 골드 차이 | We need to close the gold diff. | 골드 차이 줄여야 돼.
league | gold lead | noun | 골드 차이 | We have a massive gold lead, don't throw. | 우리 골드 차이 엄청 나니까 던지지 마.
league | gold lead | noun | 골드 차이 | Protect the gold lead. | 골드 차이 유지해.
league | gold lead | noun | 골드 차이 | Our gold lead is gone. | 골드 차이 다 날렸다.
league | gold lead | noun | 골드 차이 | That's a huge gold lead. | 골드 차이 엄청 난다.
league | gold share | noun | 골드 몰아주기 | Funnel comps take all the gold share. | 퍼널 조합은 골드 몰아주기를 극한으로 해.
league | gold share | noun | 골드 비중 | Yi took half the gold share and still lost. | 마이가 골드 비중 절반 쳐먹고도 졌네.
league | gold share | noun | 골드 몰아주기 | We need better gold share on our carry. | 캐리한테 골드 몰아주기 더 해줘야 돼.
league | gold share | noun | 골드 비중 | The ADC has the highest gold share. | 원딜 골드 비중이 제일 높네.
league | gpm | noun | 분당 골드 | Draven's GPM is completely insane. | 드레이븐 분당 골드 진짜 미쳤다.
league | gpm | noun | 지피엠 | Perfect CS gives you high GPM. | CS 완벽하게 먹으면 지피엠 떡상해.
league | gpm | noun | 분당 골드 | My GPM dropped after lane phase. | 라인전 끝나고 분당 골드 떨어졌어.
league | gpm | noun | 지피엠 | He always leads the lobby in GPM. | 쟤는 맨날 지피엠 1등이야.
league | gragas | noun | 그라가스 | gragas isolated the carry with his explosive cask | 그라가스가 술통 폭발로 원딜 고립시켰어
league | gragas | noun | 술통 뚱땡이 | bomba gragas one shotting from fog of war | 봄바 술통 뚱땡이가 시야 밖에서 원콤 내네
league | grasp | noun | 착취 | trading grasp procs in the top lane | 탑에서 서로 착취 뜯어먹고 있네
league | grasp | noun | 착취 | don't let him proc grasp on you | 쟤가 너한테 착취 뜯게 냅두지 마
league | grasp | noun | 착취의 손아귀 | autoing the wave just to stack grasp | 착취의 손아귀 스택 쌓으려고 미니언 계속 치네
league | grasp of the undying | noun | 착취의 손아귀 | tanks trade aggressively using grasp of the undying | 탱커들은 착취의 손아귀 들고 빡세게 딜교해
league | graves | noun | 그레이브즈 | graves is invading the enemy jungle | 그레이브즈가 적 정글 카정 가고 있어
league | graves | noun | 그브 | classic graves taxing my whole wave | 내 웨이브 다 쳐먹는 전형적인 그브네
league | greed | verb | 욕심내다 | don't greed for plates the enemy jungler is bot | 상대 정글 바텀이니까 포탑 골드 욕심내지 마
league | greedy | modifier | 욕심내는 | don't make a greedy play here | 여기서 욕심내는 플레이하지 마
league | greedy | predicate | 무리하다 | he was too greedy for plates | 쟤 포탑 골드 먹으려고 너무 무리했어
league | grey screen | noun | 회색 화면 | I'm just looking at a grey screen. | 난 그냥 회색 화면 보는 중이야.
league | grey screen | noun | 회색 화면 | Back to the grey screen. | 또 회색 화면이네.
league | grey screen | noun | 회색 화면 | I spent half the game on a grey screen. | 게임 절반을 회색 화면만 봤네.
league | grey screen | noun | 회색 화면 | Grey screen simulator. | 회색 화면 시뮬레이터네.
league | grey screen | verb | 사망하다 | get ready to grey screen if you walk into that unwarded river brush alone | 시야 없는 강가 부쉬에 혼자 진입하면 사망할 준비해
league | grey screen | verb | 전광판이동하다 | i just grey screened instantly | 나 걍 순식간에 전광판이동했어
league | grief | verb | 게임방해하다 | our sup is griefing my wave | 우리 서폿 내 웨이브 게임방해하네
league | grief | verb | 고의패배하다 | he is griefing the entire game | 쟤 게임 내내 고의패배하네
league | griefer | noun | 고의 트롤러 | our support is an absolute griefer | 우리 서폿 완전 고의 트롤러야
league | griefer | noun | 악질 트롤 | taking my farm like a pure griefer | 내 CS 다 뺏어먹네 진짜 악질 트롤이야
league | grind | verb | 랭크반복하다 | i need to grind 20 games this weekend to hit diamond | 나 다이아 달성하려면 이번 주말에 이십 판 랭크반복해야 돼
league | grind | verb | 반복플레이하다 | grinding solo queue all night | 밤새도록 솔랭 반복플레이해
league | grind | verb | 빡겜하다 | time to grind solo queue all weekend and get grandmaster | 주말 내내 솔랭 빡겜하고 그랜드마스터 달성해
league | grind | verb | 판수반복하다 | he is grinding 15 games a day but his winrate is 48% | 쟤 하루에 15판씩 판수반복하는데 승률 48퍼야
league | gromp | noun | 두꺼비 | take gromp and dive bot lane | 두꺼비 먹고 바텀 다이브 치자
league | gromp | noun | 심술두꺼비 | smite gromp for the heal | 피 채우게 심술두꺼비에 강타 써
league | gromp | noun | 심술두꺼비 | smiting the gromp no longer restores health | 심술두꺼비에 강타 써도 이제 피 안 차
league | gromp | noun | 두꺼비 | doing gromp at ten hp is a death sentence | 피 10 남고 두꺼비 먹는 건 자살 행위지
league | gromp | verb | 두꺼비스틸하다 | their lee sin keeps stealing my gromp all game | 상대 리 신이 게임 내내 내 두꺼비스틸하네
league | group | verb | 합류하다 | stop side-laning when they are mid, just group up | 쟤네 미드에 위치할 때 사이드 운영하지 말고 그냥 합류해
league | group | verb | 집합하다 | grouping for the final teamfight | 마지막 한타 하려고 집합해
league | group stage | noun | 조별 리그 | Dropping out of group stage sucks. | 조별 리그 광탈은 좀 선 넘었지.
league | group stage | noun | 조별 리그 | Group stage matches are intense. | 조별 리그 경기들 빡세네.
league | group stage | noun | 조별 리그 | We made it out of group stage. | 우리 조별 리그 뚫었어.
league | group stage | noun | 조별 리그 | Group stage is the real test. | 조별 리그가 진짜 시험대지.
league | grouped | modifier | 모여있는 | aoe spells destroy a grouped team | 광역 스킬이 모여있는 팀 파괴해
league | grouped | predicate | 합류하다 | they are grouped at dragon pit | 쟤네 용 둥지로 합류했어
league | grubs | noun | 유충 | jungler come help with grubs | 정글아 와서 유충 치는 것 좀 도와줘
league | grubs | noun | 공허 유충 | giving up grubs for a full clear | 풀캠 돌려고 공허 유충 포기하네
league | grubs | noun | 유충 | jungler is doing grubs top | 정글이 탑 유충 치고 있어
league | grubs | noun | 공허 유충 | we need at least 5 grubs for push | 타워 밀려면 공허 유충 최소 5스택은 필요해
league | grubs | verb | 유충사냥하다 | jungler needs to move topside and do grubs | 정글은 탑으로 이동하고 유충사냥해야 돼
league | guardian | noun | 수호자 | the support's guardian rune saved the adc from dying | 서폿 수호자 룬 덕분에 원딜이 안 죽고 살았어
league | guardian | noun | 수호자 | guardian proc denying my burst again | 수호자 터져서 내 폭딜 또 막히네
league | guardian | noun | 수호자 | support needs to run guardian | 서폿 수호자 들어야 돼
league | guardian | noun | 수호자 룬 | guardian proc literally saving my life | 수호자 룬 터져서 내 목숨 살림
league | guardian angel | noun | 수호 천사 | adcs build guardian angel to survive assassins | 원딜들은 암살자한테서 살아남으려고 수호 천사를 올려
league | gwen | noun | 그웬 | gwen is immune inside her hallowed mist | 그웬은 신성한 안개 안에서 면역이야
league | gwen | noun | 가위싸개 | gwen is immune mechanic is purely unplayable | 저 가위싸개 면역 메커니즘은 진짜 답이 없어
league | hail of blades | noun | 칼날비 | hail of blades gives three rapid auto attacks | 칼날비는 3번의 빠른 평타를 때리게 해줘
league | hand gap | noun | 피지컬 차이 | Clear hand gap between these top laners. | 탑 얘네 둘 피지컬 차이 확실하네.
league | hand gap | noun | 피지컬 차이 | That's a hand gap. | 피지컬 차이네.
league | hand gap | noun | 피지컬 차이 | Massive hand gap bot lane. | 바텀 피지컬 차이 심하다.
league | hand gap | noun | 피지컬 차이 | I got hand gapped. | 피지컬 차이 났네.
league | harass | verb | 견제하다 | harass the melee under tower | 타워 밑에서 근접 챔피언 견제해
league | hard carry | verb | 하드캐리하다 | can you hard carry me pls | 제발 나 하드캐리해
league | hard cc | noun | 확정 씨씨기 | We have zero hard CC for Kat. | 우리 카타리나 끊을 확정 씨씨기가 하나도 없어.
